key,group,type,default,secret,required,editable_by,approval,snapshot_on_business,runtime_reload,description,enum,lifecycle,required_in,reload_strategy,restart_required,secret_ref_policy,validator,owner,change_risk,rollback_supported,schema_version,display_name,ui_group,control_type,unit,min_value,max_value,step,pattern,option_source,help_text,risk_prompt,visible_when,enabled_when,dependency_keys,cross_field_rule_ids,approver_role,impact_scope,preview_strategy,rollback_strategy,audit_event,ui_order,ui_schema_version,maturity
auth.nickname.prefix,auth,string,合伙人,False,True,"['security_admin', 'platform_engineer']",TWO_PERSON,False,False,随机用户名固定前缀,,STARTUP_CONFIGURATION,ALL,RESTART_REQUIRED,True,NOT_SECRET,type+range+cross_field,auth_owner,HIGH,True,1,随机用户名固定前缀,账号与安全 / nickname,TEXT_INPUT,,,,,,none,随机用户名固定前缀。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,该配置可能影响资金、安全、域名或生产流量；保存只生成草稿，审批和影响预览通过后方可激活。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-001;CFG-RULE-002;CFG-RULE-003;CFG-RULE-004;CFG-RULE-005,security_admin,账号与安全领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.auth.changed,10,1.2.2,FROZEN_OPERATIONAL_V1.2.2
auth.nickname.random_digits,auth,integer,4,False,True,"['security_admin', 'platform_engineer']",TWO_PERSON,False,False,随机用户名初始数字位数,,STARTUP_CONFIGURATION,ALL,RESTART_REQUIRED,True,NOT_SECRET,type+range+cross_field,auth_owner,HIGH,True,1,随机用户名初始数字位数,账号与安全 / nickname,NUMBER_INPUT,个/次,0,1000000,1,,none,随机用户名初始数字位数。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,该配置可能影响资金、安全、域名或生产流量；保存只生成草稿，审批和影响预览通过后方可激活。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-001;CFG-RULE-002;CFG-RULE-003;CFG-RULE-004;CFG-RULE-005,security_admin,账号与安全领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.auth.changed,11,1.2.2,FROZEN_OPERATIONAL_V1.2.2
sms.active_provider,sms,enum,ALIYUN,False,False,"['platform_engineer', 'security_admin']",OWNER_REVIEW,False,False,短信激活服务商,"['ALIYUN', 'MOCK']",ACTIVATION_GATED_CONFIGURATION,ACTIVATION_GATED,ACTIVATE_VERSION,False,NOT_SECRET,type+provider_connection_test,sms_owner,HIGH,True,1,短信激活服务商,短信 / active provider,SELECT,,,,,,"enum:['ALIYUN', 'MOCK']",短信激活服务商。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,该配置可能影响资金、安全、域名或生产流量；保存只生成草稿，审批和影响预览通过后方可激活。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-038;CFG-RULE-039;CFG-RULE-040;CFG-RULE-041,security_admin,短信领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.sms.changed,1,1.2.2,FROZEN_OPERATIONAL_V1.2.2
sms.aliyun.region_id,sms,string,cn-hangzhou,False,False,"['platform_engineer', 'security_admin']",OWNER_REVIEW,False,False,阿里云短信Region,,ACTIVATION_GATED_CONFIGURATION,ACTIVATION_GATED,ACTIVATE_VERSION,False,NOT_SECRET,type+provider_connection_test,sms_owner,HIGH,True,1,阿里云短信Region,短信 / aliyun,TEXT_INPUT,,,,,,none,阿里云短信Region。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,该配置可能影响资金、安全、域名或生产流量；保存只生成草稿，审批和影响预览通过后方可激活。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,sms.active_provider,CFG-RULE-038;CFG-RULE-039;CFG-RULE-040;CFG-RULE-041,security_admin,短信领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.sms.changed,2,1.2.2,FROZEN_OPERATIONAL_V1.2.2
sms.aliyun.endpoint,sms,string,dysmsapi.aliyuncs.com,False,False,"['platform_engineer', 'security_admin']",OWNER_REVIEW,False,False,阿里云短信Endpoint,,ACTIVATION_GATED_CONFIGURATION,ACTIVATION_GATED,ACTIVATE_VERSION,False,NOT_SECRET,type+provider_connection_test,sms_owner,HIGH,True,1,阿里云短信Endpoint,短信 / aliyun,URL_INPUT,,,,,^https://[^\s]+$,none,阿里云短信Endpoint。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,该配置可能影响资金、安全、域名或生产流量；保存只生成草稿，审批和影响预览通过后方可激活。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,sms.active_provider,CFG-RULE-038;CFG-RULE-039;CFG-RULE-040;CFG-RULE-041,security_admin,短信领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.sms.changed,3,1.2.2,FROZEN_OPERATIONAL_V1.2.2
sms.aliyun.access_key_id,sms,secret_ref,,True,False,"['platform_engineer', 'security_admin']",TWO_PERSON,False,False,阿里云短信AccessKey ID,,SECRET_REFERENCE,ACTIVATION_GATED,ACTIVATE_VERSION,False,VAULT_OR_KMS_REFERENCE_ONLY,secret_ref_exists+provider_connection_test,sms_owner,CRITICAL,True,1,阿里云短信AccessKey ID,短信 / aliyun,SECRET_REF_PICKER,,,,,,none,阿里云短信AccessKey ID。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,仅保存Vault/KMS SecretRef，页面永不回显秘密；激活前必须连接测试和双人审批。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,sms.active_provider,CFG-RULE-038;CFG-RULE-039;CFG-RULE-040;CFG-RULE-041,security_admin,短信领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.sms.changed,4,1.2.2,FROZEN_OPERATIONAL_V1.2.2
sms.aliyun.access_key_secret,sms,secret_ref,,True,False,"['platform_engineer', 'security_admin']",TWO_PERSON,False,False,阿里云短信AccessKey Secret,,SECRET_REFERENCE,ACTIVATION_GATED,ACTIVATE_VERSION,False,VAULT_OR_KMS_REFERENCE_ONLY,secret_ref_exists+provider_connection_test,sms_owner,CRITICAL,True,1,阿里云短信AccessKey Secret,短信 / aliyun,SECRET_REF_PICKER,,,,,,none,阿里云短信AccessKey Secret。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,仅保存Vault/KMS SecretRef，页面永不回显秘密；激活前必须连接测试和双人审批。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,sms.active_provider,CFG-RULE-038;CFG-RULE-039;CFG-RULE-040;CFG-RULE-041,security_admin,短信领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.sms.changed,5,1.2.2,FROZEN_OPERATIONAL_V1.2.2
sms.aliyun.sign_name,sms,string,,False,False,"['platform_engineer', 'security_admin']",TWO_PERSON,False,False,阿里云短信签名,,ACTIVATION_GATED_CONFIGURATION,ACTIVATION_GATED,ACTIVATE_VERSION,False,NOT_SECRET,type+provider_connection_test,sms_owner,HIGH,True,1,阿里云短信签名,短信 / aliyun,TEXT_INPUT,,,,,,none,阿里云短信签名。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,该配置可能影响资金、安全、域名或生产流量；保存只生成草稿，审批和影响预览通过后方可激活。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,sms.active_provider,CFG-RULE-038;CFG-RULE-039;CFG-RULE-040;CFG-RULE-041,security_admin,短信领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.sms.changed,6,1.2.2,FROZEN_OPERATIONAL_V1.2.2
sms.aliyun.template.login,sms,string,,False,False,"['platform_engineer', 'security_admin']",TWO_PERSON,False,False,login短信模板Code,,ACTIVATION_GATED_CONFIGURATION,ACTIVATION_GATED,ACTIVATE_VERSION,False,NOT_SECRET,type+provider_connection_test,sms_owner,HIGH,True,1,login短信模板Code,短信 / aliyun,TEXT_INPUT,,,,,,none,login短信模板Code。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,该配置可能影响资金、安全、域名或生产流量；保存只生成草稿，审批和影响预览通过后方可激活。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,sms.active_provider,CFG-RULE-038;CFG-RULE-039;CFG-RULE-040;CFG-RULE-041,security_admin,短信领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.sms.changed,7,1.2.2,FROZEN_OPERATIONAL_V1.2.2
sms.aliyun.template.register,sms,string,,False,False,"['platform_engineer', 'security_admin']",TWO_PERSON,False,False,register短信模板Code,,ACTIVATION_GATED_CONFIGURATION,ACTIVATION_GATED,ACTIVATE_VERSION,False,NOT_SECRET,type+provider_connection_test,sms_owner,HIGH,True,1,register短信模板Code,短信 / aliyun,TEXT_INPUT,,,,,,none,register短信模板Code。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,该配置可能影响资金、安全、域名或生产流量；保存只生成草稿，审批和影响预览通过后方可激活。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,sms.active_provider,CFG-RULE-038;CFG-RULE-039;CFG-RULE-040;CFG-RULE-041,security_admin,短信领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.sms.changed,8,1.2.2,FROZEN_OPERATIONAL_V1.2.2
sms.aliyun.template.reset_password,sms,string,,False,False,"['platform_engineer', 'security_admin']",TWO_PERSON,False,False,reset_password短信模板Code,,ACTIVATION_GATED_CONFIGURATION,ACTIVATION_GATED,ACTIVATE_VERSION,False,NOT_SECRET,type+provider_connection_test,sms_owner,HIGH,True,1,reset_password短信模板Code,短信 / aliyun,TEXT_INPUT,,,,,,none,reset_password短信模板Code。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,该配置可能影响资金、安全、域名或生产流量；保存只生成草稿，审批和影响预览通过后方可激活。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,sms.active_provider,CFG-RULE-038;CFG-RULE-039;CFG-RULE-040;CFG-RULE-041,security_admin,短信领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.sms.changed,9,1.2.2,FROZEN_OPERATIONAL_V1.2.2
sms.aliyun.template.security_notice,sms,string,,False,False,"['platform_engineer', 'security_admin']",TWO_PERSON,False,False,security_notice短信模板Code,,ACTIVATION_GATED_CONFIGURATION,ACTIVATION_GATED,ACTIVATE_VERSION,False,NOT_SECRET,type+provider_connection_test,sms_owner,HIGH,True,1,security_notice短信模板Code,短信 / aliyun,TEXT_INPUT,,,,,,none,security_notice短信模板Code。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,该配置可能影响资金、安全、域名或生产流量；保存只生成草稿，审批和影响预览通过后方可激活。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,sms.active_provider,CFG-RULE-038;CFG-RULE-039;CFG-RULE-040;CFG-RULE-041,security_admin,短信领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.sms.changed,10,1.2.2,FROZEN_OPERATIONAL_V1.2.2
sms.code.length,sms,integer,6,False,False,"['platform_engineer', 'security_admin']",OWNER_REVIEW,False,False,验证码位数,,ACTIVATION_GATED_CONFIGURATION,ACTIVATION_GATED,ACTIVATE_VERSION,False,NOT_SECRET,type+provider_connection_test,sms_owner,HIGH,True,1,验证码位数,短信 / code,NUMBER_INPUT,个/次,0,1000000,1,,none,验证码位数。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,该配置可能影响资金、安全、域名或生产流量；保存只生成草稿，审批和影响预览通过后方可激活。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-038;CFG-RULE-039;CFG-RULE-040;CFG-RULE-041,security_admin,短信领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.sms.changed,11,1.2.2,FROZEN_OPERATIONAL_V1.2.2
