页面ID,平台,模块,页面名称,路由,页面形态,模板ID,业务目标,主要角色,访问规则,数据分级,入口路径,退出与返回,页面区域,字段规格,状态规格,动作规格,导航规则,刷新策略,分页策略,离线策略,关联需求,关联API,operationId,配置组,关键配置项,测试ID,UI参考,计划版本,DoR状态,成熟度
SCR-MEMBER-004,ANDROID,会员,会员权益明细,/me/membership/benefits,PAGE,MOB-DETAIL,当前权益和使用量,已登录用户；公开能力仅限文档明确的H5页面,是,NORMAL,从上级页面、导航入口、通知或业务流程进入,按导航栈返回；成功流程按动作规格进入结果或详情,媒体/标题|主体信息|状态与统计|分区详情|固定操作区,catalogs/ui_page_fields.csv#SCR-MEMBER-004,catalogs/ui_page_states.csv#SCR-MEMBER-004,catalogs/ui_action_matrix.csv#SCR-MEMBER-004,仅允许已登记App Link/内部路由；登录前保存原目标；路由参数校验失败返回模块首页,页面进入加载；缓存过期/前台恢复/领域事件触发轻量刷新；写操作成功按资源局部刷新,不适用；若子区块为列表，遵循所属平台标准分页模板,允许展示明确标记的只读缓存；所有写操作离线禁用；恢复网络后主动校验version,REQ-MEMBER-001;REQ-MEMBER-002;REQ-MEMBER-003,GET /api/v1/me/membership,membershipGetMeMembership,membership,membership.upgrade.time_precision;membership.upgrade.rounding;membership.upgrade.preserve_gift_days;membership.public_badge.text;membership.public_badge.enabled,TST-MEMBER_001-HAPPY;TST-MEMBER_002-HAPPY;TST-MEMBER_003-HAPPY,B11/P01-P08,R18,READY,FROZEN_CONSTRUCTION_V1.2.2
SCR-PROP-001,ANDROID,道具,道具商城,/me/props/store,PAGE,MOB-LIST,四类道具,已登录用户；公开能力仅限文档明确的H5页面,是,NORMAL,从上级页面、导航入口、通知或业务流程进入,按导航栈返回；成功流程按动作规格进入结果或详情,标题/统计|筛选/排序|列表|分页/加载|空状态,catalogs/ui_page_fields.csv#SCR-PROP-001,catalogs/ui_page_states.csv#SCR-PROP-001,catalogs/ui_action_matrix.csv#SCR-PROP-001,仅允许已登记App Link/内部路由；登录前保存原目标；路由参数校验失败返回模块首页,首屏加载+显式刷新；筛选/排序变化重置分页；翻页去重追加；领域事件仅刷新受影响行,移动端优先cursor；每页20，最大100；下拉刷新重置cursor；item id去重,允许展示明确标记的只读缓存；所有写操作离线禁用；恢复网络后主动校验version,REQ-PROP-001;REQ-PROP-002,GET /api/v1/props/store;POST /api/v1/props/orders,propGetPropsStore;propPostPropsOrders,props,props.top_duration_seconds;props.headline_duration_seconds;props.color_duration_seconds;props.refresh_cooldown_seconds;props.same_type.stack_duration;props.same_page.deduplicate_content;props.refresh.daily_limit.normal;props.refresh.daily_limit.month,TST-PROP_001-HAPPY;TST-PROP_002-HAPPY;TST-PROP_001-IDEMPOTENT;TST-PROP_002-IDEMPOTENT,B11/P01-P08,R19,READY,FROZEN_CONSTRUCTION_V1.2.2
SCR-PROP-002,ANDROID,道具,我的道具,/me/props,PAGE,MOB-LIST,库存和状态,已登录用户；公开能力仅限文档明确的H5页面,是,NORMAL,从上级页面、导航入口、通知或业务流程进入,按导航栈返回；成功流程按动作规格进入结果或详情,标题/统计|筛选/排序|列表|分页/加载|空状态,catalogs/ui_page_fields.csv#SCR-PROP-002,catalogs/ui_page_states.csv#SCR-PROP-002,catalogs/ui_action_matrix.csv#SCR-PROP-002,仅允许已登记App Link/内部路由；登录前保存原目标；路由参数校验失败返回模块首页,首屏加载+显式刷新；筛选/排序变化重置分页；翻页去重追加；领域事件仅刷新受影响行,移动端优先cursor；每页20，最大100；下拉刷新重置cursor；item id去重,允许展示明确标记的只读缓存；所有写操作离线禁用；恢复网络后主动校验version,REQ-PROP-001;REQ-PROP-002,GET /api/v1/me/props,propGetMeProps,props,props.top_duration_seconds;props.headline_duration_seconds;props.color_duration_seconds;props.refresh_cooldown_seconds;props.same_type.stack_duration;props.same_page.deduplicate_content;props.refresh.daily_limit.normal;props.refresh.daily_limit.month,TST-PROP_001-HAPPY;TST-PROP_002-HAPPY,B11/P01-P08,R19,READY,FROZEN_CONSTRUCTION_V1.2.2
SCR-PROP-003,ANDROID,道具,使用道具,/me/props/use/{id},PAGE,MOB-FORM,选择内容和确认,已登录用户；公开能力仅限文档明确的H5页面,是,NORMAL,从列表、通知、分享深链或关联业务入口进入，路由参数必须完整,返回来源页并同步资源最新状态；来源失效时回到所属模块首页,步骤/标题|字段分组|媒体上传|预览|底部保存/提交,catalogs/ui_page_fields.csv#SCR-PROP-003,catalogs/ui_page_states.csv#SCR-PROP-003,catalogs/ui_action_matrix.csv#SCR-PROP-003,仅允许已登记App Link/内部路由；登录前保存原目标；路由参数校验失败返回模块首页,初始化按需加载；写操作后仅刷新受影响数据；禁止无差别全局缓存清空,不适用；若子区块为列表，遵循所属平台标准分页模板,不支持离线写入；网络不可用时保留安全可保留输入并提供重试,REQ-PROP-001;REQ-PROP-002,GET /api/v1/me/props;POST /api/v1/me/props/{id}/use,propGetMeProps;propPostMePropsByIdUse,props,props.top_duration_seconds;props.headline_duration_seconds;props.color_duration_seconds;props.refresh_cooldown_seconds;props.same_type.stack_duration;props.same_page.deduplicate_content;props.refresh.daily_limit.normal;props.refresh.daily_limit.month,TST-PROP_001-HAPPY;TST-PROP_002-HAPPY;TST-PROP_001-IDEMPOTENT;TST-PROP_002-IDEMPOTENT,B11/P01-P08,R19,READY,FROZEN_CONSTRUCTION_V1.2.2
SCR-REF-001,ANDROID,推广,推广中心,/me/referral,PAGE,MOB-HOME,邀请和收益总览,已登录用户；公开能力仅限文档明确的H5页面,是+实名,NORMAL,从上级页面、导航入口、通知或业务流程进入,按导航栈返回；成功流程按动作规格进入结果或详情,顶栏|状态/资产摘要|模块化内容区|底部导航,catalogs/ui_page_fields.csv#SCR-REF-001,catalogs/ui_page_states.csv#SCR-REF-001,catalogs/ui_action_matrix.csv#SCR-REF-001,仅允许已登记App Link/内部路由；登录前保存原目标；路由参数校验失败返回模块首页,模块独立加载和刷新；局部失败不清空成功模块；展示数据更新时间,不适用；若子区块为列表，遵循所属平台标准分页模板,允许展示明确标记的只读缓存；所有写操作离线禁用；恢复网络后主动校验version,REQ-REF-001;REQ-REF-002;REQ-REF-ACT-001;REQ-REF-ACT-002,GET /api/v1/me/referral/overview,referralGetMeReferralOverview,referral,commission.settlement_delay_hours;referral.max_commission_level;referral.binding_mode;referral.relation_change_allowed;referral.attribution_days;referral.block_self_invite;referral.block_same_device;referral.red_packet_principal_commissionable,TST-REF_001-HAPPY;TST-REF_002-HAPPY;TST-REF_ACT_001-HAPPY;TST-REF_ACT_002-HAPPY,B10/B08/P06-P07/P01,R25,READY,FROZEN_CONSTRUCTION_V1.2.2
SCR-REF-002,ANDROID,推广,邀请好友,/me/referral/invite,PAGE,MOB-DETAIL,链接、二维码、分享,已登录用户；公开能力仅限文档明确的H5页面,是+实名,NORMAL,从上级页面、导航入口、通知或业务流程进入,按导航栈返回；成功流程按动作规格进入结果或详情,媒体/标题|主体信息|状态与统计|分区详情|固定操作区,catalogs/ui_page_fields.csv#SCR-REF-002,catalogs/ui_page_states.csv#SCR-REF-002,catalogs/ui_action_matrix.csv#SCR-REF-002,仅允许已登记App Link/内部路由；登录前保存原目标；路由参数校验失败返回模块首页,页面进入加载；缓存过期/前台恢复/领域事件触发轻量刷新；写操作成功按资源局部刷新,不适用；若子区块为列表，遵循所属平台标准分页模板,允许展示明确标记的只读缓存；所有写操作离线禁用；恢复网络后主动校验version,REQ-REF-001;REQ-REF-002;REQ-REF-ACT-001;REQ-REF-ACT-002,GET /api/v1/me/referral/invite-assets,referralGetMeReferralInviteAssets,referral,commission.settlement_delay_hours;referral.max_commission_level;referral.binding_mode;referral.relation_change_allowed;referral.attribution_days;referral.block_self_invite;referral.block_same_device;referral.red_packet_principal_commissionable,TST-REF_001-HAPPY;TST-REF_002-HAPPY;TST-REF_ACT_001-HAPPY;TST-REF_ACT_002-HAPPY,B10/B08/P06-P07/P01,R25,READY,FROZEN_CONSTRUCTION_V1.2.2
SCR-REF-003,ANDROID,推广,邀请海报,/me/referral/posters,PAGE,MOB-DETAIL,海报生成保存,已登录用户；公开能力仅限文档明确的H5页面,是+实名,NORMAL,从上级页面、导航入口、通知或业务流程进入,按导航栈返回；成功流程按动作规格进入结果或详情,媒体/标题|主体信息|状态与统计|分区详情|固定操作区,catalogs/ui_page_fields.csv#SCR-REF-003,catalogs/ui_page_states.csv#SCR-REF-003,catalogs/ui_action_matrix.csv#SCR-REF-003,仅允许已登记App Link/内部路由；登录前保存原目标；路由参数校验失败返回模块首页,页面进入加载；缓存过期/前台恢复/领域事件触发轻量刷新；写操作成功按资源局部刷新,不适用；若子区块为列表，遵循所属平台标准分页模板,允许展示明确标记的只读缓存；所有写操作离线禁用；恢复网络后主动校验version,REQ-REF-001;REQ-REF-002;REQ-REF-ACT-001;REQ-REF-ACT-002,GET /api/v1/me/referral/posters,referralGetMeReferralPosters,referral,commission.settlement_delay_hours;referral.max_commission_level;referral.binding_mode;referral.relation_change_allowed;referral.attribution_days;referral.block_self_invite;referral.block_same_device;referral.red_packet_principal_commissionable,TST-REF_001-HAPPY;TST-REF_002-HAPPY;TST-REF_ACT_001-HAPPY;TST-REF_ACT_002-HAPPY,B10/B08/P06-P07/P01,R25,READY,FROZEN_CONSTRUCTION_V1.2.2
SCR-REF-004,ANDROID,推广,直推用户,/me/referral/direct,PAGE,MOB-LIST,每人独立活跃进度,已登录用户；公开能力仅限文档明确的H5页面,是+实名,NORMAL,从上级页面、导航入口、通知或业务流程进入,按导航栈返回；成功流程按动作规格进入结果或详情,标题/统计|筛选/排序|列表|分页/加载|空状态,catalogs/ui_page_fields.csv#SCR-REF-004,catalogs/ui_page_states.csv#SCR-REF-004,catalogs/ui_action_matrix.csv#SCR-REF-004,仅允许已登记App Link/内部路由；登录前保存原目标；路由参数校验失败返回模块首页,首屏加载+显式刷新；筛选/排序变化重置分页；翻页去重追加；领域事件仅刷新受影响行,移动端优先cursor；每页20，最大100；下拉刷新重置cursor；item id去重,允许展示明确标记的只读缓存；所有写操作离线禁用；恢复网络后主动校验version,REQ-REF-001;REQ-REF-002;REQ-REF-ACT-001;REQ-REF-ACT-002,GET /api/v1/me/referral/direct-users,referralGetMeReferralDirectUsers,referral,commission.settlement_delay_hours;referral.max_commission_level;referral.binding_mode;referral.relation_change_allowed;referral.attribution_days;referral.block_self_invite;referral.block_same_device;referral.red_packet_principal_commissionable,TST-REF_001-HAPPY;TST-REF_002-HAPPY;TST-REF_ACT_001-HAPPY;TST-REF_ACT_002-HAPPY,B10/B08/P06-P07/P01,R26,READY,FROZEN_CONSTRUCTION_V1.2.2
SCR-REF-005,ANDROID,推广,二级用户,/me/referral/level2,PAGE,MOB-LIST,消费关系统计,已登录用户；公开能力仅限文档明确的H5页面,是+实名,NORMAL,从上级页面、导航入口、通知或业务流程进入,按导航栈返回；成功流程按动作规格进入结果或详情,标题/统计|筛选/排序|列表|分页/加载|空状态,catalogs/ui_page_fields.csv#SCR-REF-005,catalogs/ui_page_states.csv#SCR-REF-005,catalogs/ui_action_matrix.csv#SCR-REF-005,仅允许已登记App Link/内部路由；登录前保存原目标；路由参数校验失败返回模块首页,首屏加载+显式刷新；筛选/排序变化重置分页；翻页去重追加；领域事件仅刷新受影响行,移动端优先cursor；每页20，最大100；下拉刷新重置cursor；item id去重,允许展示明确标记的只读缓存；所有写操作离线禁用；恢复网络后主动校验version,REQ-REF-001;REQ-REF-002;REQ-REF-ACT-001;REQ-REF-ACT-002,GET /api/v1/me/referral/level2-users,referralGetMeReferralLevel2Users,referral,commission.settlement_delay_hours;referral.max_commission_level;referral.binding_mode;referral.relation_change_allowed;referral.attribution_days;referral.block_self_invite;referral.block_same_device;referral.red_packet_principal_commissionable,TST-REF_001-HAPPY;TST-REF_002-HAPPY;TST-REF_ACT_001-HAPPY;TST-REF_ACT_002-HAPPY,B10/B08/P06-P07/P01,R25,READY,FROZEN_CONSTRUCTION_V1.2.2
SCR-REF-006,ANDROID,推广,消费佣金,/me/referral/commissions,PAGE,MOB-WALLET,一级二级明细,已登录用户；公开能力仅限文档明确的H5页面,是+实名,HIGH,从上级页面、导航入口、通知或业务流程进入,按导航栈返回；成功流程按动作规格进入结果或详情,余额/指标摘要|状态说明|筛选|流水列表|规则入口,catalogs/ui_page_fields.csv#SCR-REF-006,catalogs/ui_page_states.csv#SCR-REF-006,catalogs/ui_action_matrix.csv#SCR-REF-006,仅允许已登记App Link/内部路由；登录前保存原目标；路由参数校验失败返回模块首页,页面进入加载；缓存过期/前台恢复/领域事件触发轻量刷新；写操作成功按资源局部刷新,不适用；若子区块为列表，遵循所属平台标准分页模板,允许展示明确标记的只读缓存；所有写操作离线禁用；恢复网络后主动校验version,REQ-REF-001;REQ-REF-002;REQ-REF-ACT-001;REQ-REF-ACT-002,GET /api/v1/me/referral/commissions,referralGetMeReferralCommissions,referral,commission.settlement_delay_hours;referral.max_commission_level;referral.binding_mode;referral.relation_change_allowed;referral.attribution_days;referral.block_self_invite;referral.block_same_device;referral.red_packet_principal_commissionable,TST-REF_001-HAPPY;TST-REF_002-HAPPY;TST-REF_ACT_001-HAPPY;TST-REF_ACT_002-HAPPY,B10/B08/P06-P07/P01,R25,READY,FROZEN_CONSTRUCTION_V1.2.2
SCR-REF-007,ANDROID,推广,直推活跃奖励,/me/referral/activity-rewards,PAGE,MOB-WALLET,档位矩阵和奖励,已登录用户；公开能力仅限文档明确的H5页面,是+实名,HIGH,从上级页面、导航入口、通知或业务流程进入,按导航栈返回；成功流程按动作规格进入结果或详情,余额/指标摘要|状态说明|筛选|流水列表|规则入口,catalogs/ui_page_fields.csv#SCR-REF-007,catalogs/ui_page_states.csv#SCR-REF-007,catalogs/ui_action_matrix.csv#SCR-REF-007,仅允许已登记App Link/内部路由；登录前保存原目标；路由参数校验失败返回模块首页,页面进入加载；缓存过期/前台恢复/领域事件触发轻量刷新；写操作成功按资源局部刷新,不适用；若子区块为列表，遵循所属平台标准分页模板,允许展示明确标记的只读缓存；所有写操作离线禁用；恢复网络后主动校验version,REQ-REF-001;REQ-REF-002;REQ-REF-ACT-001;REQ-REF-ACT-002,GET /api/v1/me/referral/activity-rewards,referralGetMeReferralActivityRewards,referral,commission.settlement_delay_hours;referral.max_commission_level;referral.binding_mode;referral.relation_change_allowed;referral.attribution_days;referral.block_self_invite;referral.block_same_device;referral.red_packet_principal_commissionable,TST-REF_001-HAPPY;TST-REF_002-HAPPY;TST-REF_ACT_001-HAPPY;TST-REF_ACT_002-HAPPY,B10/B08/P06-P07/P01,R26,READY,FROZEN_CONSTRUCTION_V1.2.2
SCR-REF-008,ANDROID,推广,推广规则/教程,/me/referral/rules,PAGE,MOB-DETAIL,规则和违规公告,已登录用户；公开能力仅限文档明确的H5页面,是,NORMAL,从上级页面、导航入口、通知或业务流程进入,按导航栈返回；成功流程按动作规格进入结果或详情,媒体/标题|主体信息|状态与统计|分区详情|固定操作区,catalogs/ui_page_fields.csv#SCR-REF-008,catalogs/ui_page_states.csv#SCR-REF-008,catalogs/ui_action_matrix.csv#SCR-REF-008,仅允许已登记App Link/内部路由；登录前保存原目标；路由参数校验失败返回模块首页,页面进入加载；缓存过期/前台恢复/领域事件触发轻量刷新；写操作成功按资源局部刷新,不适用；若子区块为列表，遵循所属平台标准分页模板,允许展示明确标记的只读缓存；所有写操作离线禁用；恢复网络后主动校验version,REQ-REF-001;REQ-REF-002;REQ-REF-ACT-001;REQ-REF-ACT-002,GET /public-api/v1/agreements/{code},publicGetAgreementsByCode,platform,platform.brand.name;platform.brand.slogan;platform.brand.logo_media_id;platform.customer_service.name;platform.customer_service.contact,TST-REF_001-HAPPY;TST-REF_002-HAPPY;TST-REF_ACT_001-HAPPY;TST-REF_ACT_002-HAPPY,B10/B08/P06-P07/P01,R25,READY,FROZEN_CONSTRUCTION_V1.2.2
