字段ID,页面ID,平台,页面,区域,字段键,显示名称,字段角色,语义类型,控件类型,数据来源,必填条件,显示条件,可编辑条件,校验规则,默认值,选项来源,敏感级别,脱敏规则,帮助说明,错误提示,排序,关联operationId,成熟度
FLD-00052,SCR-APP-002,ANDROID,系统维护页,路由与筛选,pageSize,每页数量,FILTER,integer,NUMBER_INPUT,publicGetPlatformStatus.query,可选；仅在对应操作/筛选时提交,执行“启动维护状态、注册/发布/红包/提现总开关和服务端时间”时显示,用户具备权限且页面状态允许,≥1；≤100,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,每页数量,每页数量格式或范围不正确,3,publicGetPlatformStatus,FROZEN_V1.2.2
FLD-00053,SCR-APP-002,ANDROID,系统维护页,路由与筛选,cursor,游标,FILTER,string,FILTER_INPUT,publicGetPlatformStatus.query,可选；仅在对应操作/筛选时提交,执行“启动维护状态、注册/发布/红包/提现总开关和服务端时间”时显示,用户具备权限且页面状态允许,最多256字符,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,游标；与page二选一,游标格式或范围不正确,4,publicGetPlatformStatus,FROZEN_V1.2.2
FLD-00054,SCR-APP-002,ANDROID,系统维护页,路由与筛选,status,状态,FILTER,string,FILTER_INPUT,publicGetPlatformStatus.query,可选；仅在对应操作/筛选时提交,执行“启动维护状态、注册/发布/红包/提现总开关和服务端时间”时显示,用户具备权限且页面状态允许,最多64字符,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,状态筛选,状态格式或范围不正确,5,publicGetPlatformStatus,FROZEN_V1.2.2
FLD-00055,SCR-APP-002,ANDROID,系统维护页,路由与筛选,keyword,关键词,FILTER,string,FILTER_INPUT,publicGetPlatformStatus.query,可选；仅在对应操作/筛选时提交,执行“启动维护状态、注册/发布/红包/提现总开关和服务端时间”时显示,用户具备权限且页面状态允许,最多100字符,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,关键词筛选,关键词格式或范围不正确,6,publicGetPlatformStatus,FROZEN_V1.2.2
FLD-00056,SCR-APP-002,ANDROID,系统维护页,路由与筛选,sort,排序,FILTER,string,FILTER_INPUT,publicGetPlatformStatus.query,可选；仅在对应操作/筛选时提交,执行“启动维护状态、注册/发布/红包/提现总开关和服务端时间”时显示,用户具备权限且页面状态允许,最多64字符,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,白名单排序字段，例如 createdAt:desc,排序格式或范围不正确,7,publicGetPlatformStatus,FROZEN_V1.2.2
FLD-00057,SCR-APP-002,ANDROID,系统维护页,表单输入,page,页码,INPUT,integer,NUMBER_INPUT,publicGetPlatformStatus.request,可选；按业务条件或页面状态决定,执行“启动维护状态、注册/发布/红包/提现总开关和服务端时间”且字段适用时显示,具备 公开 且资源状态允许,≥1,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,页码；游标接口可忽略,页码不符合要求,8,publicGetPlatformStatus,FROZEN_V1.2.2
FLD-00058,SCR-APP-002,ANDROID,系统维护页,表单输入,pageSize,每页数量,INPUT,integer,NUMBER_INPUT,publicGetPlatformStatus.request,可选；按业务条件或页面状态决定,执行“启动维护状态、注册/发布/红包/提现总开关和服务端时间”且字段适用时显示,具备 公开 且资源状态允许,≥1；≤100,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,每页数量,每页数量不符合要求,9,publicGetPlatformStatus,FROZEN_V1.2.2
FLD-00059,SCR-APP-002,ANDROID,系统维护页,表单输入,cursor,游标,INPUT,string,TEXT_INPUT,publicGetPlatformStatus.request,可选；按业务条件或页面状态决定,执行“启动维护状态、注册/发布/红包/提现总开关和服务端时间”且字段适用时显示,具备 公开 且资源状态允许,最多256字符,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,游标；与page二选一,游标不符合要求,10,publicGetPlatformStatus,FROZEN_V1.2.2
FLD-00060,SCR-APP-002,ANDROID,系统维护页,表单输入,status,状态,INPUT,string,TEXT_INPUT,publicGetPlatformStatus.request,可选；按业务条件或页面状态决定,执行“启动维护状态、注册/发布/红包/提现总开关和服务端时间”且字段适用时显示,具备 公开 且资源状态允许,最多64字符,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,状态筛选,状态不符合要求,11,publicGetPlatformStatus,FROZEN_V1.2.2
FLD-00061,SCR-APP-002,ANDROID,系统维护页,表单输入,keyword,关键词,INPUT,string,TEXT_INPUT,publicGetPlatformStatus.request,可选；按业务条件或页面状态决定,执行“启动维护状态、注册/发布/红包/提现总开关和服务端时间”且字段适用时显示,具备 公开 且资源状态允许,最多100字符,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,关键词筛选,关键词不符合要求,12,publicGetPlatformStatus,FROZEN_V1.2.2
FLD-00062,SCR-APP-002,ANDROID,系统维护页,表单输入,sort,排序,INPUT,string,TEXT_INPUT,publicGetPlatformStatus.request,可选；按业务条件或页面状态决定,执行“启动维护状态、注册/发布/红包/提现总开关和服务端时间”且字段适用时显示,具备 公开 且资源状态允许,最多64字符,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,白名单排序字段，例如 createdAt:desc,排序不符合要求,13,publicGetPlatformStatus,FROZEN_V1.2.2
FLD-00063,SCR-APP-002,ANDROID,系统维护页,主要内容,code,代码,DISPLAY,string,TEXT,publicGetPlatformStatus.response.data.PublicPageResource,服务端返回时展示,有值且当前角色拥有字段访问权限,只读；通过明确写操作更新,必填；最少4字符；最多10字符,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,,代码加载失败时显示字段级占位或隐藏,14,publicGetPlatformStatus,FROZEN_V1.2.2
FLD-00064,SCR-APP-002,ANDROID,系统维护页,主要内容,title,标题,DISPLAY,string,TEXT,publicGetPlatformStatus.response.data.PublicPageResource,服务端返回时展示,有值且当前角色拥有字段访问权限,只读；通过明确写操作更新,最多2000字符,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,,标题加载失败时显示字段级占位或隐藏,15,publicGetPlatformStatus,FROZEN_V1.2.2
FLD-00065,SCR-APP-002,ANDROID,系统维护页,主要内容,description,详细说明,DISPLAY,string,TEXT,publicGetPlatformStatus.response.data.PublicPageResource,服务端返回时展示,有值且当前角色拥有字段访问权限,只读；通过明确写操作更新,最多2000字符,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,HIGH,按数据分级展示部分掩码；导出执行更严格脱敏,,详细说明加载失败时显示字段级占位或隐藏,16,publicGetPlatformStatus,FROZEN_V1.2.2
FLD-00066,SCR-APP-002,ANDROID,系统维护页,主要内容,content,正文,DISPLAY,array<PublicPageBlockResource>,LIST,publicGetPlatformStatus.response.data.PublicPageResource,服务端返回时展示,有值且当前角色拥有字段访问权限,只读；通过明确写操作更新,最多100项,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,,正文加载失败时显示字段级占位或隐藏,17,publicGetPlatformStatus,FROZEN_V1.2.2
FLD-00067,SCR-APP-002,ANDROID,系统维护页,主要内容,seoMetadata,seo Metadata,DISPLAY,SeoMetadataResource,STRUCTURED_SECTION,publicGetPlatformStatus.response.data.PublicPageResource,服务端返回时展示,有值且当前角色拥有字段访问权限,只读；通过明确写操作更新,按服务端Schema校验；前端不得放宽,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,,seo Metadata加载失败时显示字段级占位或隐藏,18,publicGetPlatformStatus,FROZEN_V1.2.2
FLD-00068,SCR-APP-002,ANDROID,系统维护页,主要内容,download,download,DISPLAY,DownloadInfoResource,STRUCTURED_SECTION,publicGetPlatformStatus.response.data.PublicPageResource,服务端返回时展示,有值且当前角色拥有字段访问权限,只读；通过明确写操作更新,按服务端Schema校验；前端不得放宽,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,,download加载失败时显示字段级占位或隐藏,19,publicGetPlatformStatus,FROZEN_V1.2.2
FLD-00069,SCR-APP-002,ANDROID,系统维护页,主要内容,trackingContext,追踪上下文,DISPLAY,TrackingContextResource,STRUCTURED_SECTION,publicGetPlatformStatus.response.data.PublicPageResource,服务端返回时展示,有值且当前角色拥有字段访问权限,只读；通过明确写操作更新,按服务端Schema校验；前端不得放宽,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,,追踪上下文加载失败时显示字段级占位或隐藏,20,publicGetPlatformStatus,FROZEN_V1.2.2
FLD-00070,SCR-APP-002,ANDROID,系统维护页,主要内容,version,版本,DISPLAY,integer,NUMBER_TEXT,publicGetPlatformStatus.response.data.PublicPageResource,服务端返回时展示,有值且当前角色拥有字段访问权限,只读；通过明确写操作更新,必填；格式:int64,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,,版本加载失败时显示字段级占位或隐藏,21,publicGetPlatformStatus,FROZEN_V1.2.2
FLD-00071,SCR-APP-003,ANDROID,更新提示,页面头部,pageTitle,页面标题,UI_META,ui,TEXT,LOCAL_UI,必需,按页面状态显示,本地UI字段不可写入业务事实,按页面模板,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,,页面标题不符合页面规格,1,,FROZEN_V1.2.2
FLD-00072,SCR-APP-003,ANDROID,更新提示,表单输入,platform,platform,INPUT,string,SELECT,appReleasePostAppVersionCheck.request,必填,执行“按平台、版本号、渠道和环境返回可选/强制更新策略”且字段适用时显示,具备 公开 且资源状态允许,必填；最多2000字符；枚举:ANDROID,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,,platform不符合要求,2,appReleasePostAppVersionCheck,FROZEN_V1.2.2
FLD-00073,SCR-APP-003,ANDROID,更新提示,表单输入,versionCode,version Code,INPUT,integer,NUMBER_INPUT,appReleasePostAppVersionCheck.request,必填,执行“按平台、版本号、渠道和环境返回可选/强制更新策略”且字段适用时显示,具备 公开 且资源状态允许,必填；格式:int64,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,,version Code不符合要求,3,appReleasePostAppVersionCheck,FROZEN_V1.2.2
FLD-00074,SCR-APP-003,ANDROID,更新提示,表单输入,versionName,version Name,INPUT,string,TEXT_INPUT,appReleasePostAppVersionCheck.request,可选；按业务条件或页面状态决定,执行“按平台、版本号、渠道和环境返回可选/强制更新策略”且字段适用时显示,具备 公开 且资源状态允许,最多2000字符,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,,version Name不符合要求,4,appReleasePostAppVersionCheck,FROZEN_V1.2.2
FLD-00075,SCR-APP-003,ANDROID,更新提示,表单输入,channel,渠道,INPUT,string,TEXT_INPUT,appReleasePostAppVersionCheck.request,必填,执行“按平台、版本号、渠道和环境返回可选/强制更新策略”且字段适用时显示,具备 公开 且资源状态允许,必填；最多2000字符,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,,渠道不符合要求,5,appReleasePostAppVersionCheck,FROZEN_V1.2.2
FLD-00076,SCR-APP-003,ANDROID,更新提示,表单输入,environment,环境,INPUT,string,SELECT,appReleasePostAppVersionCheck.request,必填,执行“按平台、版本号、渠道和环境返回可选/强制更新策略”且字段适用时显示,具备 公开 且资源状态允许,必填；最多2000字符；枚举:DEV/TEST/STAGING/PROD,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,,环境不符合要求,6,appReleasePostAppVersionCheck,FROZEN_V1.2.2
FLD-00077,SCR-APP-003,ANDROID,更新提示,主要内容,platform,platform,DISPLAY,string,TEXT,appReleasePostAppVersionCheck.response.data.AppVersionPolicyResource,服务端返回时展示,有值且当前角色拥有字段访问权限,只读；通过明确写操作更新,必填；最多2000字符,由服务端/配置/上下文提供；禁止客户端暗设业务默认,OpenAPI枚举或配置注册表；不得在页面散落硬编码,NORMAL,无需特殊掩码；仍遵守最小展示,,platform加载失败时显示字段级占位或隐藏,7,appReleasePostAppVersionCheck,FROZEN_V1.2.2
