领域,表名,字段顺序,字段名,建议类型,可空,默认值,索引建议,约束来源,计划版本,成熟度
分析,daily_kpis,4,dimensions,jsonb,是,,,维度唯一,R23/R30,FROZEN
分析,daily_kpis,5,value,bigint,是,,,维度唯一,R23/R30,FROZEN
分析,daily_kpis,6,created_at,timestamptz,否,now(),INDEX,统一审计字段,R23/R30,FROZEN
分析,daily_kpis,7,updated_at,timestamptz,否,now(),,统一审计字段,R23/R30,FROZEN
配置中心,provider_config_definitions,1,id,bigint,否,generated,PRIMARY KEY,技术主键,R01/R03/R30,FROZEN
配置中心,provider_config_definitions,2,provider_code,varchar(64),否,,,provider+field唯一,R01/R03/R30,FROZEN
配置中心,provider_config_definitions,3,field_code,varchar(64),否,,,provider+field唯一,R01/R03/R30,FROZEN
配置中心,provider_config_definitions,4,field_type,varchar(255),是,,,provider+field唯一,R01/R03/R30,FROZEN
配置中心,provider_config_definitions,5,secret,boolean,是,,,provider+field唯一,R01/R03/R30,FROZEN
配置中心,provider_config_definitions,6,required,boolean,是,,,provider+field唯一,R01/R03/R30,FROZEN
配置中心,provider_config_definitions,7,validation_json,jsonb,是,,,provider+field唯一,R01/R03/R30,FROZEN
配置中心,provider_config_definitions,8,created_at,timestamptz,否,now(),INDEX,统一审计字段,R01/R03/R30,FROZEN
配置中心,provider_config_definitions,9,updated_at,timestamptz,否,now(),,统一审计字段,R01/R03/R30,FROZEN
配置中心,provider_config_versions,1,id,bigint,否,generated,PRIMARY KEY,技术主键,R01/R03/R30,FROZEN
配置中心,provider_config_versions,2,provider_code,varchar(64),否,,,版本不可覆盖；激活唯一,R01/R03/R30,FROZEN
配置中心,provider_config_versions,3,version_no,varchar(255),否,,,版本不可覆盖；激活唯一,R01/R03/R30,FROZEN
配置中心,provider_config_versions,4,encrypted_values,bigint,是,,,版本不可覆盖；激活唯一,R01/R03/R30,FROZEN
配置中心,provider_config_versions,5,status,varchar(64),否,,,版本不可覆盖；激活唯一,R01/R03/R30,FROZEN
配置中心,provider_config_versions,6,created_by,varchar(255),是,,,版本不可覆盖；激活唯一,R01/R03/R30,FROZEN
配置中心,provider_config_versions,7,activated_at,timestamptz,是,,INDEX,版本不可覆盖；激活唯一,R01/R03/R30,FROZEN
配置中心,provider_config_versions,8,created_at,timestamptz,否,now(),INDEX,统一审计字段,R01/R03/R30,FROZEN
配置中心,provider_connection_tests,1,id,bigint,否,generated,PRIMARY KEY,不保存明文秘密,R01/R03/R30,FROZEN
配置中心,provider_connection_tests,2,provider_code,varchar(64),否,,,不保存明文秘密,R01/R03/R30,FROZEN
配置中心,provider_connection_tests,3,config_version_id,bigint,是,,INDEX,不保存明文秘密,R01/R03/R30,FROZEN
配置中心,provider_connection_tests,4,test_type,varchar(255),是,,,不保存明文秘密,R01/R03/R30,FROZEN
配置中心,provider_connection_tests,5,status,varchar(64),否,,,不保存明文秘密,R01/R03/R30,FROZEN
配置中心,provider_connection_tests,6,masked_result,varchar(255),是,,,不保存明文秘密,R01/R03/R30,FROZEN
配置中心,provider_connection_tests,7,requested_by,varchar(255),是,,,不保存明文秘密,R01/R03/R30,FROZEN
配置中心,provider_connection_tests,8,created_at,timestamptz,否,now(),INDEX,不保存明文秘密,R01/R03/R30,FROZEN
配置中心,provider_connection_tests,9,updated_at,timestamptz,否,now(),,统一审计字段,R01/R03/R30,FROZEN
配置中心,provider_certificates,1,id,bigint,否,generated,PRIMARY KEY,私有存储；原文不可读回,R01/R03/R30,FROZEN
配置中心,provider_certificates,2,provider_code,varchar(64),否,,,私有存储；原文不可读回,R01/R03/R30,FROZEN
配置中心,provider_certificates,3,cert_type,varchar(255),是,,,私有存储；原文不可读回,R01/R03/R30,FROZEN
配置中心,provider_certificates,4,object_key,text,是,,,私有存储；原文不可读回,R01/R03/R30,FROZEN
配置中心,provider_certificates,5,fingerprint,varchar(128),是,,,私有存储；原文不可读回,R01/R03/R30,FROZEN
配置中心,provider_certificates,6,encrypted_password_ref,varchar(255),是,,,私有存储；原文不可读回,R01/R03/R30,FROZEN
配置中心,provider_certificates,7,valid_from,timestamptz,是,,,私有存储；原文不可读回,R01/R03/R30,FROZEN
配置中心,provider_certificates,8,valid_to,timestamptz,是,,,私有存储；原文不可读回,R01/R03/R30,FROZEN
配置中心,provider_certificates,9,status,varchar(64),否,,,私有存储；原文不可读回,R01/R03/R30,FROZEN
配置中心,provider_certificates,10,created_at,timestamptz,否,now(),INDEX,统一审计字段,R01/R03/R30,FROZEN
配置中心,provider_certificates,11,updated_at,timestamptz,否,now(),,统一审计字段,R01/R03/R30,FROZEN
配置中心,provider_certificate_access_logs,1,id,bigint,否,generated,PRIMARY KEY,不可删除,R01/R03/R30,FROZEN
配置中心,provider_certificate_access_logs,2,certificate_id,bigint,否,,INDEX,不可删除,R01/R03/R30,FROZEN
配置中心,provider_certificate_access_logs,3,admin_id,bigint,是,,INDEX,不可删除,R01/R03/R30,FROZEN
配置中心,provider_certificate_access_logs,4,operation,varchar(64),是,,,不可删除,R01/R03/R30,FROZEN
配置中心,provider_certificate_access_logs,5,reason,text,是,,,不可删除,R01/R03/R30,FROZEN
配置中心,provider_certificate_access_logs,6,ip,varchar(64),是,,,不可删除,R01/R03/R30,FROZEN
配置中心,provider_certificate_access_logs,7,created_at,timestamptz,否,now(),INDEX,不可删除,R01/R03/R30,FROZEN
配置中心,domain_configs,1,id,bigint,否,generated,PRIMARY KEY,技术主键,R01/R03/R30,FROZEN
配置中心,domain_configs,2,code,varchar(64),否,,,environment+code唯一,R01/R03/R30,FROZEN
配置中心,domain_configs,3,environment,varchar(64),否,,,environment+code唯一,R01/R03/R30,FROZEN
配置中心,domain_configs,4,host,varchar(255),是,,,environment+code唯一,R01/R03/R30,FROZEN
配置中心,domain_configs,5,purpose,varchar(255),是,,,environment+code唯一,R01/R03/R30,FROZEN
配置中心,domain_configs,6,status,varchar(64),否,,,environment+code唯一,R01/R03/R30,FROZEN
配置中心,domain_configs,7,verified_at,timestamptz,是,,INDEX,environment+code唯一,R01/R03/R30,FROZEN
配置中心,domain_configs,8,version,bigint,否,0,,乐观锁,R01/R03/R30,FROZEN
配置中心,domain_configs,9,created_at,timestamptz,否,now(),INDEX,统一审计字段,R01/R03/R30,FROZEN
配置中心,domain_configs,10,updated_at,timestamptz,否,now(),,统一审计字段,R01/R03/R30,FROZEN
配置中心,dns_action_items,1,id,bigint,否,generated,PRIMARY KEY,解析由用户完成,R01/R03/R30,FROZEN
配置中心,dns_action_items,2,domain_config_id,bigint,否,,INDEX,解析由用户完成,R01/R03/R30,FROZEN
配置中心,dns_action_items,3,record_type,varchar(255),是,,,解析由用户完成,R01/R03/R30,FROZEN
配置中心,dns_action_items,4,name,varchar(255),是,,,解析由用户完成,R01/R03/R30,FROZEN
配置中心,dns_action_items,5,value,bigint,是,,,解析由用户完成,R01/R03/R30,FROZEN
配置中心,dns_action_items,6,status,varchar(64),否,,,解析由用户完成,R01/R03/R30,FROZEN
配置中心,dns_action_items,7,user_action_required,boolean,是,,,解析由用户完成,R01/R03/R30,FROZEN
配置中心,dns_action_items,8,created_at,timestamptz,否,now(),INDEX,统一审计字段,R01/R03/R30,FROZEN
配置中心,dns_action_items,9,updated_at,timestamptz,否,now(),,统一审计字段,R01/R03/R30,FROZEN
配置中心,storage_scope_bindings,1,id,bigint,否,generated,PRIMARY KEY,技术主键,R01/R03/R30,FROZEN
配置中心,storage_scope_bindings,2,scope_code,varchar(255),否,,,scope唯一激活,R01/R03/R30,FROZEN
配置中心,storage_scope_bindings,3,provider_code,varchar(64),否,,,scope唯一激活,R01/R03/R30,FROZEN
配置中心,storage_scope_bindings,4,config_version_id,bigint,是,,INDEX,scope唯一激活,R01/R03/R30,FROZEN
配置中心,storage_scope_bindings,5,bucket,varchar(255),是,,,scope唯一激活,R01/R03/R30,FROZEN
配置中心,storage_scope_bindings,6,public_domain,varchar(255),是,,,scope唯一激活,R01/R03/R30,FROZEN
配置中心,storage_scope_bindings,7,status,varchar(64),否,,,scope唯一激活,R01/R03/R30,FROZEN
配置中心,storage_scope_bindings,8,created_at,timestamptz,否,now(),INDEX,统一审计字段,R01/R03/R30,FROZEN
配置中心,storage_scope_bindings,9,updated_at,timestamptz,否,now(),,统一审计字段,R01/R03/R30,FROZEN
配置中心,storage_migration_jobs,1,id,bigint,否,generated,PRIMARY KEY,可断点续传,R01/R03/R30,FROZEN
配置中心,storage_migration_jobs,2,source_binding_id,bigint,否,,INDEX,可断点续传,R01/R03/R30,FROZEN
配置中心,storage_migration_jobs,3,target_binding_id,bigint,是,,INDEX,可断点续传,R01/R03/R30,FROZEN
配置中心,storage_migration_jobs,4,scope_code,varchar(255),是,,,可断点续传,R01/R03/R30,FROZEN
配置中心,storage_migration_jobs,5,cursor,varchar(255),是,,,可断点续传,R01/R03/R30,FROZEN
配置中心,storage_migration_jobs,6,total,integer,否,0,,可断点续传,R01/R03/R30,FROZEN
配置中心,storage_migration_jobs,7,success,integer,是,,,可断点续传,R01/R03/R30,FROZEN
配置中心,storage_migration_jobs,8,failed,integer,是,,,可断点续传,R01/R03/R30,FROZEN
配置中心,storage_migration_jobs,9,status,varchar(64),否,,,可断点续传,R01/R03/R30,FROZEN
配置中心,storage_migration_jobs,10,created_at,timestamptz,否,now(),INDEX,统一审计字段,R01/R03/R30,FROZEN
配置中心,storage_migration_jobs,11,updated_at,timestamptz,否,now(),,统一审计字段,R01/R03/R30,FROZEN
App构建,app_build_profiles,1,id,bigint,否,generated,PRIMARY KEY,环境+名称唯一,R29,FROZEN
App构建,app_build_profiles,2,name,varchar(255),否,,,环境+名称唯一,R29,FROZEN
App构建,app_build_profiles,3,environment,varchar(64),是,,,环境+名称唯一,R29,FROZEN
App构建,app_build_profiles,4,application_id,bigint,是,,INDEX,环境+名称唯一,R29,FROZEN
App构建,app_build_profiles,5,display_name,varchar(255),是,,,环境+名称唯一,R29,FROZEN
App构建,app_build_profiles,6,gradle_params,varchar(255),是,,,环境+名称唯一,R29,FROZEN
App构建,app_build_profiles,7,allowed_refs,varchar(255),是,,,环境+名称唯一,R29,FROZEN
App构建,app_build_profiles,8,status,varchar(64),否,,,环境+名称唯一,R29,FROZEN
App构建,app_build_profiles,9,version,bigint,否,0,,乐观锁,R29,FROZEN
App构建,app_build_profiles,10,created_at,timestamptz,否,now(),INDEX,统一审计字段,R29,FROZEN
App构建,app_build_profiles,11,updated_at,timestamptz,否,now(),,统一审计字段,R29,FROZEN
App构建,app_signing_profiles,1,id,bigint,否,generated,PRIMARY KEY,密钥仅CI可用,R29,FROZEN
App构建,app_signing_profiles,2,name,varchar(255),否,,,密钥仅CI可用,R29,FROZEN
App构建,app_signing_profiles,3,environment,varchar(64),是,,,密钥仅CI可用,R29,FROZEN
App构建,app_signing_profiles,4,certificate_fingerprint,varchar(128),是,,,密钥仅CI可用,R29,FROZEN
App构建,app_signing_profiles,5,secret_ref,varchar(255),是,,,密钥仅CI可用,R29,FROZEN
App构建,app_signing_profiles,6,status,varchar(64),否,,,密钥仅CI可用,R29,FROZEN
App构建,app_signing_profiles,7,rotated_at,timestamptz,是,,INDEX,密钥仅CI可用,R29,FROZEN
App构建,app_signing_profiles,8,version,bigint,否,0,,乐观锁,R29,FROZEN
App构建,app_signing_profiles,9,created_at,timestamptz,否,now(),INDEX,统一审计字段,R29,FROZEN
App构建,app_signing_profiles,10,updated_at,timestamptz,否,now(),,统一审计字段,R29,FROZEN
App构建,app_build_jobs,1,id,bigint,否,generated,PRIMARY KEY,Commit可追溯；状态机,R29,FROZEN
App构建,app_build_jobs,2,profile_id,bigint,否,,INDEX,Commit可追溯；状态机,R29,FROZEN
App构建,app_build_jobs,3,git_ref,varchar(255),是,,,Commit可追溯；状态机,R29,FROZEN
App构建,app_build_jobs,4,commit_sha,varchar(128),是,,,Commit可追溯；状态机,R29,FROZEN
App构建,app_build_jobs,5,version_name,varchar(255),是,,,Commit可追溯；状态机,R29,FROZEN
App构建,app_build_jobs,6,version_code,integer,是,,,Commit可追溯；状态机,R29,FROZEN
App构建,app_build_jobs,7,status,varchar(64),否,,,Commit可追溯；状态机,R29,FROZEN
App构建,app_build_jobs,8,triggered_by,varchar(255),是,,,Commit可追溯；状态机,R29,FROZEN
App构建,app_build_jobs,9,started_at,timestamptz,是,,INDEX,Commit可追溯；状态机,R29,FROZEN
App构建,app_build_jobs,10,finished_at,timestamptz,是,,INDEX,Commit可追溯；状态机,R29,FROZEN
App构建,app_build_jobs,11,created_at,timestamptz,否,now(),INDEX,统一审计字段,R29,FROZEN
App构建,app_build_jobs,12,updated_at,timestamptz,否,now(),,统一审计字段,R29,FROZEN
App构建,app_build_job_steps,1,id,bigint,否,generated,PRIMARY KEY,技术主键,R29,FROZEN
App构建,app_build_job_steps,2,job_id,bigint,否,,INDEX,job+step唯一,R29,FROZEN
App构建,app_build_job_steps,3,step_code,varchar(255),否,,,job+step唯一,R29,FROZEN
App构建,app_build_job_steps,4,sequence,integer,是,,,job+step唯一,R29,FROZEN
App构建,app_build_job_steps,5,status,varchar(64),否,,,job+step唯一,R29,FROZEN
App构建,app_build_job_steps,6,log_object_key,text,是,,,job+step唯一,R29,FROZEN
App构建,app_build_job_steps,7,started_at,timestamptz,是,,INDEX,job+step唯一,R29,FROZEN
App构建,app_build_job_steps,8,finished_at,timestamptz,是,,INDEX,job+step唯一,R29,FROZEN
App构建,app_build_job_steps,9,created_at,timestamptz,否,now(),INDEX,统一审计字段,R29,FROZEN
App构建,app_build_job_steps,10,updated_at,timestamptz,否,now(),,统一审计字段,R29,FROZEN
App构建,app_build_artifacts,1,id,bigint,否,generated,PRIMARY KEY,技术主键,R29,FROZEN
App构建,app_build_artifacts,2,job_id,bigint,否,,INDEX,job+type唯一,R29,FROZEN
App构建,app_build_artifacts,3,artifact_type,varchar(255),否,,,job+type唯一,R29,FROZEN
App构建,app_build_artifacts,4,object_key,text,是,,,job+type唯一,R29,FROZEN
App构建,app_build_artifacts,5,file_size,bigint,是,,,job+type唯一,R29,FROZEN
App构建,app_build_artifacts,6,sha256,varchar(128),是,,,job+type唯一,R29,FROZEN
App构建,app_build_artifacts,7,signing_fingerprint,varchar(128),是,,,job+type唯一,R29,FROZEN
App构建,app_build_artifacts,8,retention_until,timestamptz,是,,,job+type唯一,R29,FROZEN
App构建,app_build_artifacts,9,created_at,timestamptz,否,now(),INDEX,统一审计字段,R29,FROZEN
App构建,app_build_artifacts,10,updated_at,timestamptz,否,now(),,统一审计字段,R29,FROZEN
App构建,app_release_channels,1,id,bigint,否,generated,PRIMARY KEY,技术主键,R29,FROZEN
App构建,app_release_channels,2,code,varchar(64),否,,,code唯一,R29,FROZEN
App构建,app_release_channels,3,environment,varchar(64),否,,,code唯一,R29,FROZEN
App构建,app_release_channels,4,download_domain,varchar(255),是,,,code唯一,R29,FROZEN
App构建,app_release_channels,5,update_policy,varchar(255),是,,,code唯一,R29,FROZEN
App构建,app_release_channels,6,status,varchar(64),否,,,code唯一,R29,FROZEN
App构建,app_release_channels,7,created_at,timestamptz,否,now(),INDEX,统一审计字段,R29,FROZEN
App构建,app_release_channels,8,updated_at,timestamptz,否,now(),,统一审计字段,R29,FROZEN
App构建,app_release_records,1,id,bigint,否,generated,PRIMARY KEY,versionCode单调递增,R29,FROZEN
App构建,app_release_records,2,artifact_id,bigint,否,,INDEX,versionCode单调递增,R29,FROZEN
App构建,app_release_records,3,channel_id,bigint,是,,INDEX,versionCode单调递增,R29,FROZEN
App构建,app_release_records,4,version_name,varchar(255),是,,,versionCode单调递增,R29,FROZEN
App构建,app_release_records,5,version_code,integer,是,,,versionCode单调递增,R29,FROZEN
App构建,app_release_records,6,update_type,varchar(255),是,,,versionCode单调递增,R29,FROZEN
App构建,app_release_records,7,status,varchar(64),否,,,versionCode单调递增,R29,FROZEN
App构建,app_release_records,8,published_at,timestamptz,是,,INDEX,versionCode单调递增,R29,FROZEN
App构建,app_release_records,9,rollback_from_id,bigint,是,,INDEX,versionCode单调递增,R29,FROZEN
App构建,app_release_records,10,created_at,timestamptz,否,now(),INDEX,统一审计字段,R29,FROZEN
App构建,app_release_approvals,1,id,bigint,否,generated,PRIMARY KEY,申请人不得自审,R29,FROZEN
App构建,app_release_approvals,2,release_record_id,bigint,否,,INDEX,申请人不得自审,R29,FROZEN
App构建,app_release_approvals,3,applicant_id,bigint,是,,INDEX,申请人不得自审,R29,FROZEN
App构建,app_release_approvals,4,reviewer_id,bigint,是,,INDEX,申请人不得自审,R29,FROZEN
App构建,app_release_approvals,5,decision,varchar(64),是,,,申请人不得自审,R29,FROZEN
App构建,app_release_approvals,6,reason,text,是,,,申请人不得自审,R29,FROZEN
App构建,app_release_approvals,7,decided_at,timestamptz,是,,INDEX,申请人不得自审,R29,FROZEN
App构建,app_release_approvals,8,created_at,timestamptz,否,now(),INDEX,统一审计字段,R29,FROZEN
App构建,app_release_approvals,9,updated_at,timestamptz,否,now(),,统一审计字段,R29,FROZEN
平台事件,outbox_events,1,id,bigint,否,generated,PRIMARY KEY,技术主键,P00,FROZEN
平台事件,outbox_events,2,created_at,timestamptz,否,now(),INDEX,统一审计字段,P00,FROZEN
平台事件,outbox_events,3,aggregate_id,varchar(128),否,,INDEX,业务事务同库提交；event_id唯一；可重试和死信,P00,FROZEN
平台事件,outbox_events,4,aggregate_type,varchar(64),否,,INDEX,业务事务同库提交；event_id唯一；可重试和死信,P00,FROZEN
平台事件,outbox_events,5,attempts,integer,否,0,,业务事务同库提交；event_id唯一；可重试和死信,P00,FROZEN
平台事件,outbox_events,6,available_at,timestamptz,否,now(),INDEX,业务事务同库提交；event_id唯一；可重试和死信,P00,FROZEN
平台事件,outbox_events,7,event_id,varchar(64),否,,INDEX,业务事务同库提交；event_id唯一；可重试和死信,P00,FROZEN
平台事件,outbox_events,8,event_type,varchar(128),否,,INDEX,业务事务同库提交；event_id唯一；可重试和死信,P00,FROZEN
平台事件,outbox_events,9,event_version,integer,否,1,,业务事务同库提交；event_id唯一；可重试和死信,P00,FROZEN
平台事件,outbox_events,10,headers,jsonb,否,'{}'::jsonb,,业务事务同库提交；event_id唯一；可重试和死信,P00,FROZEN
平台事件,outbox_events,11,last_error,text,是,,,业务事务同库提交；event_id唯一；可重试和死信,P00,FROZEN
平台事件,outbox_events,12,payload,jsonb,否,'{}'::jsonb,,业务事务同库提交；event_id唯一；可重试和死信,P00,FROZEN
平台事件,outbox_events,13,published_at,timestamptz,是,,,业务事务同库提交；event_id唯一；可重试和死信,P00,FROZEN
平台事件,outbox_events,14,status,varchar(64),否,'PENDING',INDEX,业务事务同库提交；event_id唯一；可重试和死信,P00,FROZEN
平台事件,inbox_messages,1,id,bigint,否,generated,PRIMARY KEY,技术主键,P00,FROZEN
平台事件,inbox_messages,2,created_at,timestamptz,否,now(),INDEX,统一审计字段,P00,FROZEN
平台事件,inbox_messages,3,updated_at,timestamptz,否,now(),,统一审计字段,P00,FROZEN
平台事件,inbox_messages,4,consumer,varchar(128),否,,,consumer+message_id唯一；重复消息返回首次结果,P00,FROZEN
平台事件,inbox_messages,5,message_id,varchar(64),否,,,consumer+message_id唯一；重复消息返回首次结果,P00,FROZEN
平台事件,inbox_messages,6,payload_hash,varchar(64),否,,,consumer+message_id唯一；重复消息返回首次结果,P00,FROZEN
平台事件,inbox_messages,7,processed_at,timestamptz,否,now(),,consumer+message_id唯一；重复消息返回首次结果,P00,FROZEN
平台事件,inbox_messages,8,result,jsonb,是,,,consumer+message_id唯一；重复消息返回首次结果,P00,FROZEN
账务,ledger_accounts,1,id,bigint,否,generated,PRIMARY KEY,技术主键,P00,FROZEN
账务,ledger_accounts,2,version,bigint,否,0,,乐观锁,P00,FROZEN
账务,ledger_accounts,3,created_at,timestamptz,否,now(),INDEX,统一审计字段,P00,FROZEN
账务,ledger_accounts,4,account_no,varchar(64),否,,INDEX,account_no唯一；余额不得直接作为事实修改,P00,FROZEN
账务,ledger_accounts,5,account_type,varchar(64),否,,INDEX,account_no唯一；余额不得直接作为事实修改,P00,FROZEN
账务,ledger_accounts,6,currency,varchar(8),否,'CNY',,account_no唯一；余额不得直接作为事实修改,P00,FROZEN
账务,ledger_accounts,7,owner_id,varchar(128),否,,INDEX,account_no唯一；余额不得直接作为事实修改,P00,FROZEN
账务,ledger_accounts,8,owner_type,varchar(64),否,,INDEX,account_no唯一；余额不得直接作为事实修改,P00,FROZEN
账务,ledger_accounts,9,status,varchar(64),否,'ACTIVE',,account_no唯一；余额不得直接作为事实修改,P00,FROZEN
账务,accounting_transactions,1,id,bigint,否,generated,PRIMARY KEY,技术主键,P00,FROZEN
账务,accounting_transactions,2,created_at,timestamptz,否,now(),INDEX,统一审计字段,P00,FROZEN
账务,accounting_transactions,3,updated_at,timestamptz,否,now(),,统一审计字段,P00,FROZEN
账务,accounting_transactions,4,biz_id,varchar(128),否,,INDEX,transaction_no和biz_type+idempotency_key唯一；已过账不可修改,P00,FROZEN
账务,accounting_transactions,5,biz_type,varchar(64),否,,,transaction_no和biz_type+idempotency_key唯一；已过账不可修改,P00,FROZEN
账务,accounting_transactions,6,description,varchar(255),是,,,transaction_no和biz_type+idempotency_key唯一；已过账不可修改,P00,FROZEN
账务,accounting_transactions,7,idempotency_key,varchar(128),否,,,transaction_no和biz_type+idempotency_key唯一；已过账不可修改,P00,FROZEN
账务,accounting_transactions,8,occurred_at,timestamptz,否,now(),INDEX,transaction_no和biz_type+idempotency_key唯一；已过账不可修改,P00,FROZEN
账务,accounting_transactions,9,reversal_of_id,bigint,是,,INDEX,transaction_no和biz_type+idempotency_key唯一；已过账不可修改,P00,FROZEN
账务,accounting_transactions,10,status,varchar(64),否,'POSTED',,transaction_no和biz_type+idempotency_key唯一；已过账不可修改,P00,FROZEN
账务,accounting_transactions,11,transaction_no,varchar(64),否,,INDEX,transaction_no和biz_type+idempotency_key唯一；已过账不可修改,P00,FROZEN
账务,accounting_entries,1,id,bigint,否,generated,PRIMARY KEY,技术主键,P00,FROZEN
账务,accounting_entries,2,created_at,timestamptz,否,now(),INDEX,统一审计字段,P00,FROZEN
账务,accounting_entries,3,account_id,bigint,否,,INDEX,交易内借方总额=贷方总额；金额>0；不可变,P00,FROZEN
账务,accounting_entries,4,amount_cent,bigint,否,,,交易内借方总额=贷方总额；金额>0；不可变,P00,FROZEN
账务,accounting_entries,5,currency,varchar(8),否,'CNY',,交易内借方总额=贷方总额；金额>0；不可变,P00,FROZEN
账务,accounting_entries,6,direction,varchar(64),否,,,交易内借方总额=贷方总额；金额>0；不可变,P00,FROZEN
账务,accounting_entries,7,sequence,integer,否,,,交易内借方总额=贷方总额；金额>0；不可变,P00,FROZEN
账务,accounting_entries,8,transaction_id,bigint,否,,INDEX,交易内借方总额=贷方总额；金额>0；不可变,P00,FROZEN
账务,balance_snapshots,1,id,bigint,否,generated,PRIMARY KEY,技术主键,P00,FROZEN
账务,balance_snapshots,2,created_at,timestamptz,否,now(),INDEX,统一审计字段,P00,FROZEN
账务,balance_snapshots,3,updated_at,timestamptz,否,now(),,统一审计字段,P00,FROZEN
账务,balance_snapshots,4,account_id,bigint,否,,INDEX,account_id唯一；可由分录重建,P00,FROZEN
账务,balance_snapshots,5,as_of_entry_id,bigint,否,0,,account_id唯一；可由分录重建,P00,FROZEN
账务,balance_snapshots,6,available_cent,bigint,否,0,,account_id唯一；可由分录重建,P00,FROZEN
账务,balance_snapshots,7,frozen_cent,bigint,否,0,,account_id唯一；可由分录重建,P00,FROZEN
账务,reconciliation_runs,1,id,bigint,否,generated,PRIMARY KEY,技术主键,P00,FROZEN
账务,reconciliation_runs,2,created_at,timestamptz,否,now(),INDEX,统一审计字段,P00,FROZEN
账务,reconciliation_runs,3,updated_at,timestamptz,否,now(),,统一审计字段,P00,FROZEN
账务,reconciliation_runs,4,finished_at,timestamptz,是,,,run_no唯一；同场景区间不可并行,P00,FROZEN
账务,reconciliation_runs,5,period_end,timestamptz,否,,,run_no唯一；同场景区间不可并行,P00,FROZEN
账务,reconciliation_runs,6,period_start,timestamptz,否,,,run_no唯一；同场景区间不可并行,P00,FROZEN
账务,reconciliation_runs,7,run_no,varchar(64),否,,INDEX,run_no唯一；同场景区间不可并行,P00,FROZEN
账务,reconciliation_runs,8,scene,varchar(64),否,,INDEX,run_no唯一；同场景区间不可并行,P00,FROZEN
账务,reconciliation_runs,9,started_at,timestamptz,是,,,run_no唯一；同场景区间不可并行,P00,FROZEN
账务,reconciliation_runs,10,status,varchar(64),否,'CREATED',INDEX,run_no唯一；同场景区间不可并行,P00,FROZEN
账务,reconciliation_differences,1,id,bigint,否,generated,PRIMARY KEY,技术主键,P00,FROZEN
账务,reconciliation_differences,2,created_at,timestamptz,否,now(),INDEX,统一审计字段,P00,FROZEN
账务,reconciliation_differences,3,updated_at,timestamptz,否,now(),,统一审计字段,P00,FROZEN
账务,reconciliation_differences,4,actual_cent,bigint,否,0,,run+source唯一；处理留痕,P00,FROZEN
账务,reconciliation_differences,5,expected_cent,bigint,否,0,,run+source唯一；处理留痕,P00,FROZEN
账务,reconciliation_differences,6,resolution,text,是,,,run+source唯一；处理留痕,P00,FROZEN
账务,reconciliation_differences,7,run_id,bigint,否,,,run+source唯一；处理留痕,P00,FROZEN
账务,reconciliation_differences,8,source_id,varchar(128),否,,,run+source唯一；处理留痕,P00,FROZEN
账务,reconciliation_differences,9,source_type,varchar(64),否,,,run+source唯一；处理留痕,P00,FROZEN
账务,reconciliation_differences,10,status,varchar(64),否,'OPEN',INDEX,run+source唯一；处理留痕,P00,FROZEN
后台,admin_sessions,1,id,bigint GENERATED BY DEFAULT AS IDENTITY,否,,PRIMARY KEY,主键,R01,FROZEN_V1.2.2
后台,admin_sessions,2,admin_user_id,bigint,否,,INDEX;FOREIGN KEY hhy.admin_users(id),管理员,R01,FROZEN_V1.2.2
后台,admin_sessions,3,access_jti,varchar(128),否,,UNIQUE,访问令牌JTI,R01,FROZEN_V1.2.2
后台,admin_sessions,4,refresh_hash,varchar(128),是,,INDEX,刷新令牌哈希,R01,FROZEN_V1.2.2
后台,admin_sessions,5,mfa_level,varchar(32),否,'NONE',CHECK NONE/VERIFIED/STEP_UP,MFA等级,R01,FROZEN_V1.2.2
后台,admin_sessions,6,device_fingerprint,varchar(128),是,,INDEX,设备指纹,R01,FROZEN_V1.2.2
后台,admin_sessions,7,ip,varchar(64),是,,INDEX,登录IP,R01,FROZEN_V1.2.2
后台,admin_sessions,8,expires_at,timestamptz,否,,INDEX,过期时间,R01,FROZEN_V1.2.2
后台,admin_sessions,9,revoked_at,timestamptz,是,,,撤销时间,R01,FROZEN_V1.2.2
后台,admin_sessions,10,last_active_at,timestamptz,是,,INDEX,最后活跃,R01,FROZEN_V1.2.2
后台,admin_sessions,11,version,bigint,否,0,,乐观锁,R01,FROZEN_V1.2.2
后台,admin_sessions,12,created_at,timestamptz,否,now(),,创建时间,R01,FROZEN_V1.2.2
后台,admin_sessions,13,updated_at,timestamptz,否,now(),,更新时间,R01,FROZEN_V1.2.2
后台,admin_mfa_methods,1,id,bigint GENERATED BY DEFAULT AS IDENTITY,否,,PRIMARY KEY,主键,R01,FROZEN_V1.2.2
后台,admin_mfa_methods,2,admin_user_id,bigint,否,,INDEX;FOREIGN KEY hhy.admin_users(id),管理员,R01,FROZEN_V1.2.2
后台,admin_mfa_methods,3,method,varchar(32),否,,"UNIQUE(admin_user_id,method)",TOTP等,R01,FROZEN_V1.2.2
后台,admin_mfa_methods,4,secret_ref,varchar(512),是,,SENSITIVE,秘密引用,R01,FROZEN_V1.2.2
后台,admin_mfa_methods,5,status,varchar(32),否,'PENDING',INDEX,状态,R01,FROZEN_V1.2.2
后台,admin_mfa_methods,6,confirmed_at,timestamptz,是,,,确认时间,R01,FROZEN_V1.2.2
