契约类型,契约标识,operationId,计划版本,成熟度,安全模型,请求Schema,响应Schema,幂等,UI/系统所有者,事实源,事实源SHA256,冻结日期,变更策略
ADMIN_API,GET /admin-api/v1/cms/home-modules,adminCMSGetCmsHomeModules,R28,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminCMSGetCmsHomeModulesParameters,AdminCMSGetCmsHomeModulesResponse,否,ADM-CMS-001;ADM-CMS-002;ADM-CMS-003,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,PUT /admin-api/v1/cms/home-modules,adminCMSPutCmsHomeModules,R28,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminCMSPutCmsHomeModulesRequest,AdminCMSPutCmsHomeModulesResponse,是,ADM-CMS-001;ADM-CMS-002;ADM-CMS-003,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/cms/banners,adminCMSGetCmsBanners,R28,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminCMSGetCmsBannersParameters,AdminCMSGetCmsBannersResponse,否,ADM-CMS-001;ADM-CMS-002;ADM-CMS-003,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/cms/banners,adminCMSPostCmsBanners,R28,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminCMSPostCmsBannersRequest,AdminCMSPostCmsBannersResponse,是,ADM-CMS-001;ADM-CMS-002;ADM-CMS-003,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/cms/articles,adminCMSGetCmsArticles,R28,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminCMSGetCmsArticlesParameters,AdminCMSGetCmsArticlesResponse,否,ADM-CMS-001;ADM-CMS-002;ADM-CMS-003,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/cms/articles,adminCMSPostCmsArticles,R28,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminCMSPostCmsArticlesRequest,AdminCMSPostCmsArticlesResponse,是,ADM-CMS-001;ADM-CMS-002;ADM-CMS-003,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/cms/h5-pages,adminCMSGetCmsH5Pages,R28,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminCMSGetCmsH5PagesParameters,AdminCMSGetCmsH5PagesResponse,否,ADM-CMS-001;ADM-CMS-002;ADM-CMS-003,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,PUT /admin-api/v1/cms/h5-pages/{code},adminCMSPutCmsH5PagesByCode,R28,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminCMSPutCmsH5PagesByCodeRequest,AdminCMSPutCmsH5PagesByCodeResponse,是,ADM-CMS-001;ADM-CMS-002;ADM-CMS-003,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/agreements,adminAgreementsGetAgreements,R28,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminAgreementsGetAgreementsParameters,AdminAgreementsGetAgreementsResponse,否,ADM-CMS-003,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/agreements/{code}/versions,adminAgreementsPostAgreementsByCodeVersions,R28,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminAgreementsPostAgreementsByCodeVersionsRequest,AdminAgreementsPostAgreementsByCodeVersionsResponse,是,ADM-CMS-003,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/app-versions,adminAppReleaseGetAppVersions,R29,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminAppReleaseGetAppVersionsParameters,AdminAppReleaseGetAppVersionsResponse,否,ADM-APP-001,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/app-versions,adminAppReleasePostAppVersions,R29,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminAppReleasePostAppVersionsRequest,AdminAppReleasePostAppVersionsResponse,是,ADM-APP-001,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/app-versions/{id}/publish,adminAppReleasePostAppVersionsByIdPublish,R29,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminAppReleasePostAppVersionsByIdPublishRequest,AdminAppReleasePostAppVersionsByIdPublishResponse,是,ADM-APP-001,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/risk/events,adminRiskGetRiskEvents,R31,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminRiskGetRiskEventsParameters,AdminRiskGetRiskEventsResponse,否,ADM-RISK-001;ADM-RISK-002,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/risk/events/{id}/decide,adminRiskPostRiskEventsByIdDecide,R31,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminRiskPostRiskEventsByIdDecideRequest,AdminRiskPostRiskEventsByIdDecideResponse,是,ADM-RISK-001;ADM-RISK-002,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/risk/rule-versions,adminRiskGetRiskRuleVersions,R31,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminRiskGetRiskRuleVersionsParameters,AdminRiskGetRiskRuleVersionsResponse,否,ADM-RISK-001;ADM-RISK-002,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/risk/rule-versions,adminRiskPostRiskRuleVersions,R31,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminRiskPostRiskRuleVersionsRequest,AdminRiskPostRiskRuleVersionsResponse,是,ADM-RISK-001,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/risk/blacklists,adminRiskGetRiskBlacklists,R31,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminRiskGetRiskBlacklistsParameters,AdminRiskGetRiskBlacklistsResponse,否,ADM-RISK-001;ADM-RISK-002,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/risk/blacklists,adminRiskPostRiskBlacklists,R31,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminRiskPostRiskBlacklistsRequest,AdminRiskPostRiskBlacklistsResponse,是,ADM-RISK-001,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,DELETE /admin-api/v1/risk/blacklists/{id},adminRiskDeleteRiskBlacklistsById,R31,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminRiskDeleteRiskBlacklistsByIdParameters,AdminRiskDeleteRiskBlacklistsByIdResponse,是,ADM-RISK-001;ADM-RISK-002,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/configs,adminConfigGetConfigs,R30,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminConfigGetConfigsParameters,AdminConfigGetConfigsResponse,否,ADM-CONFIG-001;ADM-CONFIG-002;ADM-CONFIG-003;ADM-CONFIG-004;ADM-CONFIG-005;ADM-CONFIG-006;ADM-CONFIG-007;ADM-CONFIG-008,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,PUT /admin-api/v1/configs/{key},adminConfigPutConfigsByKey,R30,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminConfigPutConfigsByKeyRequest,AdminConfigPutConfigsByKeyResponse,是,ADM-CONFIG-001;ADM-CONFIG-003;ADM-CONFIG-004;ADM-CONFIG-005;ADM-CONFIG-006;ADM-CONFIG-007;ADM-CONFIG-008,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/feature-flags,adminConfigGetFeatureFlags,R30,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminConfigGetFeatureFlagsParameters,AdminConfigGetFeatureFlagsResponse,否,ADM-CONFIG-001;ADM-CONFIG-002;ADM-CONFIG-003;ADM-CONFIG-004;ADM-CONFIG-005;ADM-CONFIG-006;ADM-CONFIG-007;ADM-CONFIG-008,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,PUT /admin-api/v1/feature-flags/{key},adminConfigPutFeatureFlagsByKey,R30,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminConfigPutFeatureFlagsByKeyRequest,AdminConfigPutFeatureFlagsByKeyResponse,是,ADM-CONFIG-001;ADM-CONFIG-003;ADM-CONFIG-004;ADM-CONFIG-005;ADM-CONFIG-006;ADM-CONFIG-007;ADM-CONFIG-008,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/admin-users,adminRBACGetAdminUsers,R30,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminRBACGetAdminUsersParameters,AdminRBACGetAdminUsersResponse,否,ADM-RBAC-001,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/admin-users,adminRBACPostAdminUsers,R30,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminRBACPostAdminUsersRequest,AdminRBACPostAdminUsersResponse,是,ADM-RBAC-001,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/roles,adminRBACGetRoles,R30,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminRBACGetRolesParameters,AdminRBACGetRolesResponse,否,ADM-RBAC-001,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,PUT /admin-api/v1/roles/{id}/permissions,adminRBACPutRolesByIdPermissions,R30,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminRBACPutRolesByIdPermissionsRequest,AdminRBACPutRolesByIdPermissionsResponse,是,ADM-RBAC-001,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/audit/logs,adminAuditGetAuditLogs,R30,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminAuditGetAuditLogsParameters,AdminAuditGetAuditLogsResponse,否,ADM-AUDIT-001,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/approvals,adminApprovalsGetApprovals,R30,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminApprovalsGetApprovalsParameters,AdminApprovalsGetApprovalsResponse,否,ADM-APPROVAL-001,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/approvals/{id}/decide,adminApprovalsPostApprovalsByIdDecide,R30,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminApprovalsPostApprovalsByIdDecideRequest,AdminApprovalsPostApprovalsByIdDecideResponse,是,ADM-APPROVAL-001,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/jobs,adminJobsGetJobs,R30,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminJobsGetJobsParameters,AdminJobsGetJobsResponse,否,ADM-JOB-001,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/jobs/{code}/run,adminJobsPostJobsByCodeRun,R30,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminJobsPostJobsByCodeRunRequest,AdminJobsPostJobsByCodeRunResponse,是,ADM-JOB-001,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/provider-configs,adminProviderConfigGetProviderConfigs,R03,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminProviderConfigGetProviderConfigsParameters,AdminProviderConfigGetProviderConfigsResponse,否,ADM-CONFIG-001;ADM-CONFIG-002;ADM-CONFIG-003;ADM-CONFIG-004;ADM-CONFIG-005;ADM-CONFIG-006;ADM-CONFIG-007;ADM-CONFIG-008,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/provider-configs/{provider},adminProviderConfigGetProviderConfigsByProvider,R03,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminProviderConfigGetProviderConfigsByProviderParameters,AdminProviderConfigGetProviderConfigsByProviderResponse,否,ADM-CONFIG-001;ADM-CONFIG-002;ADM-CONFIG-003;ADM-CONFIG-004;ADM-CONFIG-005;ADM-CONFIG-006;ADM-CONFIG-007;ADM-CONFIG-008,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/provider-configs/{provider}/versions,adminProviderConfigPostProviderConfigsByProviderVersions,R03,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminProviderConfigPostProviderConfigsByProviderVersionsRequest,AdminProviderConfigPostProviderConfigsByProviderVersionsResponse,是,ADM-CONFIG-001;ADM-CONFIG-003;ADM-CONFIG-004;ADM-CONFIG-005;ADM-CONFIG-006;ADM-CONFIG-007;ADM-CONFIG-008,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/provider-configs/{provider}/test,adminProviderConfigPostProviderConfigsByProviderTest,R03,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminProviderConfigPostProviderConfigsByProviderTestRequest,AdminProviderConfigPostProviderConfigsByProviderTestResponse,是,ADM-CONFIG-001;ADM-CONFIG-003;ADM-CONFIG-004;ADM-CONFIG-005;ADM-CONFIG-006;ADM-CONFIG-007;ADM-CONFIG-008,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/provider-configs/{provider}/activate,adminProviderConfigPostProviderConfigsByProviderActivate,R03,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminProviderConfigPostProviderConfigsByProviderActivateRequest,AdminProviderConfigPostProviderConfigsByProviderActivateResponse,是,ADM-CONFIG-002,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/provider-configs/{provider}/rollback,adminProviderConfigPostProviderConfigsByProviderRollback,R03,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminProviderConfigPostProviderConfigsByProviderRollbackRequest,AdminProviderConfigPostProviderConfigsByProviderRollbackResponse,是,ADM-CONFIG-002,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/provider-certificates,adminProviderCertificatePostProviderCertificates,R03,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminProviderCertificatePostProviderCertificatesRequest,AdminProviderCertificatePostProviderCertificatesResponse,是,ADM-CONFIG-002,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/provider-certificates,adminProviderCertificateGetProviderCertificates,R03,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminProviderCertificateGetProviderCertificatesParameters,AdminProviderCertificateGetProviderCertificatesResponse,否,ADM-CONFIG-002,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/provider-certificates/{id}/rotate,adminProviderCertificatePostProviderCertificatesByIdRotate,R03,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminProviderCertificatePostProviderCertificatesByIdRotateRequest,AdminProviderCertificatePostProviderCertificatesByIdRotateResponse,是,ADM-CONFIG-002,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/domains,adminDomainConfigGetDomains,R03,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminDomainConfigGetDomainsParameters,AdminDomainConfigGetDomainsResponse,否,ADM-CONFIG-002,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,PUT /admin-api/v1/domains/{code},adminDomainConfigPutDomainsByCode,R03,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminDomainConfigPutDomainsByCodeRequest,AdminDomainConfigPutDomainsByCodeResponse,是,ADM-CONFIG-008,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/domains/dns-actions,adminDomainConfigGetDomainsDnsActions,R03,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminDomainConfigGetDomainsDnsActionsParameters,AdminDomainConfigGetDomainsDnsActionsResponse,否,ADM-CONFIG-002,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/domains/{code}/verify,adminDomainConfigPostDomainsByCodeVerify,R03,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminDomainConfigPostDomainsByCodeVerifyRequest,AdminDomainConfigPostDomainsByCodeVerifyResponse,是,ADM-CONFIG-008,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/app-build/profiles,adminAppBuildProfileGetAppBuildProfiles,R29,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminAppBuildProfileGetAppBuildProfilesParameters,AdminAppBuildProfileGetAppBuildProfilesResponse,否,ADM-BUILD-001;ADM-BUILD-002;ADM-BUILD-003;ADM-BUILD-004;ADM-BUILD-005;ADM-BUILD-006;ADM-BUILD-007,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/app-build/profiles,adminAppBuildProfilePostAppBuildProfiles,R29,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminAppBuildProfilePostAppBuildProfilesRequest,AdminAppBuildProfilePostAppBuildProfilesResponse,是,ADM-BUILD-001;ADM-BUILD-003;ADM-BUILD-005;ADM-BUILD-006;ADM-BUILD-007,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,PUT /admin-api/v1/app-build/profiles/{id},adminAppBuildProfilePutAppBuildProfilesById,R29,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminAppBuildProfilePutAppBuildProfilesByIdRequest,AdminAppBuildProfilePutAppBuildProfilesByIdResponse,是,ADM-BUILD-001;ADM-BUILD-002;ADM-BUILD-003;ADM-BUILD-005;ADM-BUILD-006;ADM-BUILD-007,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/app-build/jobs,adminAppBuildJobGetAppBuildJobs,R29,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminAppBuildJobGetAppBuildJobsParameters,AdminAppBuildJobGetAppBuildJobsResponse,否,ADM-BUILD-001;ADM-BUILD-002;ADM-BUILD-003;ADM-BUILD-004;ADM-BUILD-005;ADM-BUILD-006;ADM-BUILD-007,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/app-build/jobs,adminAppBuildJobPostAppBuildJobs,R29,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminAppBuildJobPostAppBuildJobsRequest,AdminAppBuildJobPostAppBuildJobsResponse,是,ADM-BUILD-001;ADM-BUILD-003;ADM-BUILD-005;ADM-BUILD-006;ADM-BUILD-007,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/app-build/jobs/{id},adminAppBuildJobGetAppBuildJobsById,R29,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminAppBuildJobGetAppBuildJobsByIdParameters,AdminAppBuildJobGetAppBuildJobsByIdResponse,否,ADM-BUILD-001;ADM-BUILD-002;ADM-BUILD-003;ADM-BUILD-004;ADM-BUILD-005;ADM-BUILD-006;ADM-BUILD-007,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/app-build/jobs/{id}/logs,adminAppBuildJobGetAppBuildJobsByIdLogs,R29,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminAppBuildJobGetAppBuildJobsByIdLogsParameters,AdminAppBuildJobGetAppBuildJobsByIdLogsResponse,否,ADM-BUILD-001;ADM-BUILD-002;ADM-BUILD-003;ADM-BUILD-004;ADM-BUILD-005;ADM-BUILD-006;ADM-BUILD-007,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
